college_id,UG_fee,PG_fee
2308,"62,600","67,600"
2309,"31,000",--
2310,"23,700","32,200"
2311,"54,133","31,683"
2312,"70,560","57,500"
2313,--,--
2314,"62,000",--
2315,"44,000",--
2316,"90,000",--
2317,"15,000",--
2318,"46,850",--
2319,"60,000",--
2320,"42,000",--
2321,"29,700",--
2322,"43,000",--
2323,--,--
2324,"75,300","25,300"
2325,"32,000",--
2326,--,--
2327,"40,000","30,000"
2328,"60,000",--
2329,"27,000",--
2330,"44,325",--
2331,--,--
2332,--,--
2333,"29,000",--
2334,--,--
2335,"1,60,000",--
2336,"21,750",--
2337,"19,900",--
2338,"25,000",--
2339,"37,000",--
2340,"60,000","25,000"
2341,"1,21,050","60,000"
2342,"4,50,000","2,50,000"
2343,"1,30,500",--
2344,"1,44,000",--
2345,"39,200",--
2346,"1,90,000",--
2347,"2,00,000",--
2348,--,--
2349,--,--
2350,--,--
2351,"14,335",--
2352,"7,200",--
2353,"1,30,000",--
2354,--,--
2355,"1,50,000",--
2356,"1,23,000",--
2357,"1,67,592",--
2358,"3,52,000",--
2359,"88,000",--
2360,--,--
2361,--,--
2362,--,--
2363,"2,00,000",--
2364,"40,000","1,10,000"
2365,--,--
2366,"2,20,000",--
2367,"1,27,000",--
2368,"25,800",--
2369,--,--
2370,"1,06,100","91,100"
2371,"39,900","1,21,310"
2372,"1,56,000",--
2373,"3,30,000","50,000"
2374,"60,000",--
2375,"15,000",--
2376,"1,00,000","1,36,000"
2377,"15,000",--
2378,"1,30,000","30,000"
2379,"50,000",--
2380,--,--
2381,"79,500",--
2382,"80,000","30,000"
2383,"57,143",--
2384,"10,500","15,500"
2385,"11,100",--
2386,"30,000","30,000"
2387,"82,000",--
2388,"1,25,000","80,000"
2389,"35,000","95,000"
2390,"1,60,000","40,000"
2391,"42,000",--
2392,"1,20,000",--
2393,"86,000","78,000"
2394,"59,000",--
2395,"71,700",--
2396,--,--
2397,"54,600",--
2398,"6,00,000",--
2399,"91,800","60,000"
2400,"81,600","3,13,000"
2401,"1,17,000",--
2402,"49,900","1,08,550"
2403,"4,11,000","1,57,000"
2404,"35,310","45,000"
2405,"1,25,000",--
2406,"68,000",--
2407,"52,762","54,810"
2408,"1,00,000","1,36,000"
2409,"1,30,000","30,000"
2410,--,--
2411,"1,41,000",--
2412,"79,500",--
2413,"1,09,500","1,11,000"
2414,"1,27,000","1,00,000"
2415,"11,100",--
2416,"82,000",--
2417,"1,56,000",--
2418,"1,41,000",--
2419,"1,50,000","1,30,000"
2420,"42,000",--
2421,"1,20,000",--
2422,"86,000","78,000"
2423,"2,71,120",--
2424,"59,000",--
2425,"1,25,000",--
2426,"1,70,000",--
2427,--,--
2428,"10,365","5,140"
2429,"2,50,000",--
2430,"1,00,000","1,40,000"
2431,"1,30,500","1,70,500"
2432,"1,45,000",--
2433,"1,30,500","1,70,500"
2434,"55,000",--
2435,"99,614",--
2436,"70,860",--
2437,"11,460","10,365"
2438,"2,90,000","1,00,000"
2439,--,--
2440,"1,05,400",--
2441,--,--
2442,--,--
2443,--,--
2444,--,--
2445,--,--
2446,--,--
2447,--,--
2448,--,--
2449,--,--
2450,--,--
2451,--,--
2452,--,--
2453,--,--
2454,"20,000",--
2455,"5,000",--
2456,"50,000","55,000"
2457,"96,613","1,28,750"
2458,"3,68,000","2,60,000"
2459,"1,61,605",--
2460,"1,25,000",--
2461,"4,80,000",--
2462,"1,46,700",--
2463,--,--
2464,"89,700","1,19,000"
2465,"1,88,000","1,88,000"
2466,"3,68,000","2,60,000"
2467,"75,000",--
2468,--,--
2469,"1,46,000",--
2470,--,--
2471,--,--
2472,"80,500",--
2473,"68,000",--
2474,--,--
2475,"2,50,000",--
2476,"80,000","80,000"
2477,"1,68,250",--
2478,"14,900",--
2479,"1,20,000","1,68,250"
2480,"1,20,000",--
2481,--,--
2482,"65,000",--
2483,"13,900",--
2484,--,--
2485,"67,000",--
2486,"75,000",--
2487,"1,11,252",--
2488,"2,89,000",--
2489,"80,000",--
2490,"14,900","14,900"
2491,--,--
2492,"3,000",--
2493,"1,30,500","1,70,500"
2494,"1,30,000","1,50,000"
2495,"1,00,000","55,000"
2496,--,--
2497,"40,000",--
2498,"2,40,000","1,60,000"
2499,"1,25,000",--
2500,--,--
2501,"20,000",--
2502,"1,88,000",--
2503,"65,000",--
2504,"1,30,000",--
2505,"85,000",--
2506,"1,00,000",--
2507,--,--
2508,"60,000","30,000"
2509,"1,00,000","1,00,000"
2510,"75,000","65,000"
2511,--,--
2512,"65,000","45,000"
2513,"90,000","60,000"
2514,"68,935","64,900"
2515,"98,700",--
2516,"8,000",800
2517,"50,000",--
2518,"1,25,000","3,00,000"
2519,"30,000","45,000"
2520,"51,000",--
2521,"29,500","50,000"
2522,"57,700","31,500"
2523,"44,000","32,100"
2524,"1,28,500",--
2525,"70,000",--
2526,"1,19,000","69,000"
2527,"55,400",--
2528,--,--
2529,--,--
2530,"14,900","14,900"
2531,"11,500",--
2532,--,--
2533,"24,250",--
2534,"25,100",--
2535,--,--
2536,"46,320","36,855"
2537,"10,521",--
2538,"62,000",--
2539,--,--
2540,"96,200","24,250"
2541,"1,06,900","83,250"
2542,"1,12,933","75,000"
2543,--,--
2544,"2,460",--
2545,"8,71,000",--
2546,--,--
2547,--,--
2548,--,--
2549,"1,00,000","50,000"
2550,"66,000",--
2551,"14,900","14,900"
2552,--,--
2553,"17,500",--
2554,--,--
2555,--,--
2556,--,--
2557,"4,050",--
2558,"1,780",--
2559,--,--
2560,"38,750","1,12,350"
2561,"80,500",--
2562,"2,95,000",--
2563,--,--
2564,"22,500",--
2565,"98,615",--
2566,--,--
2567,"80,000",--
2568,--,--
2569,--,--
2570,"2,035",--
2571,"50,600","30,040"
2572,"1,26,000",--
2573,--,--
2574,"1,00,800","30,000"
2575,"80,000","80,000"
2576,"12,000","50,000"
2577,"60,000",--
2578,"84,000","1,18,000"
2579,"50,000","50,000"
2580,"53,000","53,000"
2581,"12,000","62,000"
2582,"1,93,000",--
2583,"60,000",--
2584,"95,000",--
2585,"12,700","82,000"
2586,"50,000","15,000"
2587,"90,000","90,000"
2588,"50,000","90,000"
2589,"45,000","55,000"
2590,--,--
2591,"60,000","60,000"
2592,"80,000","30,000"
2593,"99,300","99,300"
2594,"79,000",--
2595,"95,500","27,500"
2596,"75,000",--
2597,"40,000","40,000"
2598,"1,22,460","29,770"
2599,"3,00,000","29,900"
2600,"1,07,020",--
2601,"94,000","94,000"
2602,"49,900","1,08,550"
2603,--,--
2604,"52,762","54,810"
2605,"22,627","62,200"
2606,"1,41,000",--
2607,"1,09,500","1,11,000"
2608,"85,500","43,500"
2609,"1,56,000",--
2610,"1,41,000",--
2611,"1,50,000","1,30,000"
2612,"60,000","70,000"
2613,"2,71,120",--
2614,"1,70,000",--
2615,"2,70,000","52,000"
2616,--,--
2617,"72,000",--
2618,"1,87,500","1,62,500"
2619,"80,000",--
2620,"3,50,000",--
2621,"75,000",--
2622,"50,850","50,000"
2623,"70,000",--
2624,"1,00,000",--
2625,--,--
2626,"1,09,110",--
2627,"1,88,000",--
2628,"8,060",--
2629,--,--
2630,"88,000",--
2631,"14,900","14,900"
2632,"2,70,000","3,00,000"
2633,--,--
2634,"57,200","1,30,000"
2635,"1,19,000","69,000"
2636,"71,036",--
2637,"84,000","1,10,000"
2638,"90,000","80,000"
2639,"1,50,000",--
2640,--,--
2641,--,--
2642,"1,65,000",--
2643,"3,07,800",--
2644,"1,68,940","43,870"
2645,--,--
2646,"90,000","42,000"
2647,--,--
2648,--,--
2649,"1,19,000","69,000"
2650,"68,000","50,000"
2651,--,--
2652,"1,22,460","29,770"
2653,"35,242","47,242"
2654,"3,00,000","29,900"
2655,"1,07,020",--
2656,"94,000","94,000"
2657,"1,15,100","44,990"
2658,"90,230",--
2659,--,--
2660,"50,850",--
2661,"85,000",--
2662,"1,06,900","30,500"
2663,"58,150",--
2664,--,--
2665,"39,400","1,01,000"
2666,--,--
2667,--,--
2668,"1,15,100","44,990"
2669,"80,000","1,10,000"
2670,"99,000","85,000"
2671,"50,850",--
2672,"1,35,000",--
2673,"1,14,700","1,51,700"
2674,--,--
2675,"50,850",--
2676,"1,07,400",--
2677,"3,16,089","1,26,000"
2678,"1,06,900","50,000"
2679,"60,000","50,000"
2680,"1,07,400",--
2681,"66,000","66,000"
2682,"2,06,000",--
2683,"1,90,000","1,45,000"
2684,"2,89,000",--
2685,--,--
2686,--,--
2687,"2,17,500",--
2688,--,--
2689,"65,000",--
2690,"3,70,000",--
2691,"70,000",--
2692,"1,05,000",--
2693,"5,90,000","4,30,000"
2694,"1,30,500",--
2695,"1,13,000",--
2696,"14,000",--
2697,"70,000","70,000"
2698,"1,10,000",--
2699,"98,150",--
2700,"1,40,000","75,000"
2701,"1,58,000",--
2702,--,--
2703,"3,86,000","1,25,000"
2704,"1,60,000",--
2705,"1,70,000",--
2706,--,--
2707,"1,90,000","1,45,000"
2708,"3,25,000","70,000"
2709,--,--
2710,"68,200","33,350"
2711,"85,000",--
2712,"65,000","65,000"
2713,"30,000",--
2714,--,--
2715,--,--
2716,--,--
2717,"1,50,000","66,000"
2718,--,--
2719,"60,000","60,000"
2720,--,--
2721,--,--
2722,"75,000","75,000"
2723,"50,000","36,000"
2724,"1,13,400","65,000"
2725,"1,10,400","40,000"
2726,--,--
2727,"47,500","60,000"
2728,"65,000","1,10,000"
2729,"60,000","60,000"
2730,"50,000","60,000"
2731,"65,000","54,000"
2732,"80,000","1,23,101"
2733,"90,000","55,000"
2734,"97,838","1,49,050"
2735,"70,000","50,000"
2736,"2,40,000","1,50,000"
2737,"60,000",--
2738,"1,15,200","70,200"
2739,"1,44,500","85,000"
2740,"60,000","1,40,000"
2741,"55,000","62,500"
2742,"59,500","30,000"
2743,"68,000",--
2744,"85,800","80,800"
2745,"90,000","55,000"
2746,"36,000",--
2747,"57,000","30,000"
2748,"55,000",--
2749,"76,000",--
2750,"40,000",--
2751,"76,700",--
2752,"51,570","42,570"
2753,"85,800","80,800"
2754,--,--
2755,"29,600",--
2756,"55,000","16,000"
2757,--,--
2758,"48,125","21,100"
2759,"63,850","70,825"
2760,"33,325",--
2761,"23,538",--
2762,"33,325","33,325"
2763,"57,150","60,630"
2764,"1,446",--
2765,"40,000",--
2766,--,--
2767,"56,792","80,416"
2768,"40,000",--
2769,"50,225",--
2770,--,--
2771,"99,000",--
2772,"3,10,000",--
2773,--,--
2774,"37,050","34,630"
2775,--,--
2776,--,--
2777,"1,500",--
2778,--,--
2779,"1,40,600",--
2780,"20,000",--
2781,"41,000","2,13,500"
2782,"9,775",--
2783,"2,00,000",--
2784,--,--
2785,"10,500",--
2786,--,--
2787,--,--
2788,"19,100",--
2789,"16,700",--
2790,"11,700",--
2791,"57,000",--
2792,"6,000","6,000"
2793,"13,150",--
2794,"24,050","19,100"
2795,"94,000",--
2796,"75,000",--
2797,"40,070",--
2798,"18,850","46,300"
2799,"65,000",--
2800,--,--
2801,--,--
2802,"20,300",--
2803,--,--
2804,"10,550",--
2805,"79,000",--
2806,"25,120","19,100"
2807,--,--
2808,"43,015",--
2809,--,--
2810,--,--
2811,--,--
2812,"27,030",--
2813,"86,630",--
2814,"1,02,000",--
2815,"9,00,000",--
2816,"3,725",--
2817,"59,100",--
2818,"15,550","15,900"
2819,"1,17,000","1,17,000"
2820,--,--
2821,--,--
2822,--,--
2823,"53,000","72,000"
2824,--,--
2825,"1,10,000","1,00,000"
2826,"46,650","63,650"
2827,--,--
2828,"4,070","6,262"
2829,"94,000",--
2830,"2,613","2,592"
2831,"47,000","64,000"
2832,--,--
2833,--,--
2834,--,--
2835,"81,700",--
2836,"1,36,320",--
2837,"95,000","1,02,000"
2838,"42,000",--
2839,"43,005","4,795"
2840,--,--
2841,"80,700",--
2842,"32,500","50,000"
2843,"5,586","6,422"
2844,"24,000",--
2845,"33,500","10,500"
2846,"24,500","29,000"
2847,"1,13,300","1,03,000"
2848,"43,150","29,250"
2849,"8,500","7,550"
2850,"15,200","17,800"
2851,"9,850","13,870"
2852,"53,000","72,000"
2853,"4,200","12,700"
2854,"1,10,000","1,00,000"
2855,--,--
2856,"94,000",--
2857,"2,30,000","66,000"
2858,"81,700",--
2859,"11,315","3,084"
2860,"95,000","1,02,000"
2861,"43,005","4,795"
2862,"1,86,000",--
2863,"24,500","29,000"
2864,"1,13,300","1,03,000"
2865,"60,000","60,000"
2866,"70,000","25,000"
2867,"69,200","32,200"
2868,"1,22,400","56,200"
2869,"95,000","1,05,000"
2870,"68,000",--
2871,"1,20,000",--
2872,"1,20,000",--
2873,"64,000","52,000"
2874,"1,55,000","1,29,000"
2875,--,--
2876,"48,000",--
2877,"61,200",--
2878,"26,700","29,830"
2879,"6,210","42,195"
2880,"56,928","68,988"
2881,"14,400","10,920"
2882,--,--
2883,"2,05,000",--
2884,--,--
2885,"60,000",--
2886,--,--
2887,"23,550","27,800"
2888,--,--
2889,--,--
2890,--,--
2891,"23,400",--
2892,--,--
2893,--,--
2894,"10,850",--
2895,"26,700","27,640"
2896,"16,650",--
2897,"5,610",--
2898,"1,22,000",--
2899,--,--
2900,"22,410","42,195"
2901,--,--
2902,--,--
2903,--,--
2904,"1,25,000",--
2905,"8,850",--
2906,"46,320","46,788"
2907,"35,000","75,000"
2908,"21,700","15,500"
2909,"52,490","39,385"
2910,"1,50,000",--
2911,"22,000","21,475"
2912,"18,900","27,000"
2913,--,--
2914,"11,420",--
2915,--,--
2916,--,--
2917,--,--
2918,--,--
2919,"21,150",--
2920,--,--
2921,"4,640",--
2922,"20,800",--
2923,"21,475","28,925"
2924,"2,500",--
2925,"1,000",--
2926,--,--
2927,--,--
2928,"22,920",--
2929,"5,082",--
2930,--,--
2931,"5,000",--
2932,--,--
2933,"6,000",--
2934,"30,000",--
2935,--,--
2936,--,--
2937,"75,000",--
2938,"78,000",--
2939,"2,01,000",--
2940,--,--
2941,"40,000",--
2942,"21,100",--
2943,"46,370","45,170"
2944,--,--
2945,"50,000",--
2946,--,--
2947,"14,480",--
2948,--,--
2949,--,--
2950,"55,000",--
2951,"1,20,000",--
2952,--,--
2953,"49,411","36,752"
2954,"60,000","1,50,000"
2955,"27,620","20,795"
2956,"55,000","55,000"
2957,--,--
2958,"6,600",--
2959,"10,380",--
2960,"60,000",--
2961,"95,000",--
2962,"85,000",--
2963,"61,500","68,300"
2964,"50,000",--
2965,"1,06,000","94,000"
2966,"59,000","54,000"
2967,"1,30,000","85,000"
2968,"85,000",--
2969,"54,500","59,500"
2970,"31,500",--
2971,"43,000","55,000"
2972,"73,000","17,000"
2973,"60,000","58,000"
2974,"50,000",--
2975,"60,000",--
2976,"45,400","40,000"
2977,--,--
2978,"70,000",--
2979,--,--
2980,"11,500",--
2981,"16,815","8,525"
2982,"1,08,350","67,650"
2983,--,--
2984,"80,050",--
2985,--,--
2986,"19,600","30,700"
2987,"46,200","54,100"
2988,--,--
2989,"5,100","8,100"
2990,"2,460",--
2991,--,--
2992,"16,815",--
2993,--,--
2994,--,--
2995,"3,720",--
2996,--,--
2997,--,--
2998,"7,385",--
2999,--,--
3000,--,--
3001,"23,900","33,500"
3002,"1,52,350","54,100"
3003,"5,500",--
3004,"24,645",--
3005,--,--
3006,"46,200","54,100"
3007,--,--
3008,--,--
3009,"1,08,350","67,150"
3010,"1,63,500",--
3011,"15,740",--
3012,"82,500","42,500"
3013,"15,740","16,000"
3014,"58,000","60,000"
3015,"16,000","20,000"
3016,--,--
3017,--,--
3018,"70,000","27,000"
3019,--,--
3020,--,--
3021,"53,790","72,010"
3022,"60,000",--
3023,"50,000","75,000"
3024,"55,000",--
3025,"70,000","76,000"
3026,"88,000",--
3027,"12,000","22,000"
3028,"2,000",--
3029,"79,000",--
3030,"65,000","50,000"
3031,"90,000",--
3032,"69,200","32,200"
3033,"30,000","13,200"
3034,"1,84,000",--
3035,"55,000",--
3036,"50,000",--
3037,"70,000","70,000"
3038,"50,000","60,000"
3039,"90,000","1,20,000"
3040,"15,200","17,800"
3041,"34,923",--
3042,"11,315","3,084"
3043,"1,70,000",--
3044,"5,898",--
3045,"1,86,000",--
3046,"1,04,200","1,35,000"
3047,"70,000","25,000"
3048,"95,000","1,05,000"
3049,"1,20,000",--
3050,"32,000","70,000"
3051,"1,55,000","1,29,000"
3052,"75,000",--
3053,"1,62,500","1,62,500"
3054,"30,000",--
3055,--,--
3056,"65,570",--
3057,--,--
3058,"14,205","15,061"
3059,"65,570",--
3060,"71,500","71,500"
3061,--,--
3062,--,--
3063,"65,000","70,000"
3064,460,--
3065,"70,000",--
3066,"29,190","39,140"
3067,"27,400","2,020"
3068,"26,370","50,880"
3069,"1,10,600",--
3070,"1,10,000",--
3071,"45,100","42,900"
3072,--,--
3073,"90,000",--
3074,"75,000",--
3075,"61,000","1,00,000"
3076,"20,000","16,000"
3077,"45,150",--
3078,"35,250",--
3079,"71,980","80,358"
3080,"1,10,000",--
3081,"70,000",--
3082,"50,000",--
3083,--,--
3084,--,--
3085,--,--
3086,--,--
3087,"21,450","16,450"
3088,--,--
3089,--,--
3090,"8,830","6,220"
3091,"39,140",--
3092,"1,10,600",--
3093,"35,250",--
3094,--,--
3095,"70,770","77,470"
3096,"72,740","89,740"
3097,"1,14,800","1,14,800"
3098,"1,37,855","1,45,655"
3099,"34,923",--
3100,"1,70,000",--
3101,"60,000",--
3102,--,--
3103,"50,850",--
3104,--,--
3105,--,--
3106,"38,400",--
3107,"75,000","95,000"
3108,"49,250","82,500"
3109,"70,000","40,000"
3110,"52,000","80,000"
3111,"50,850",--
3112,"2,05,000",--
3113,"1,18,700","1,04,700"
3114,--,--
3115,"57,250",--
3116,"3,16,089",--
3117,"47,700",--
3118,"1,10,000","51,000"
3119,--,--
3120,"50,000","40,000"
3121,"88,000",--
3122,"1,41,989",--
3123,"13,114",--
3124,"4,000","6,000"
3125,"10,580","12,220"
3126,"1,16,000",--
3127,"3,79,600",--
3128,"60,000","70,000"
3129,"1,32,000","80,000"
3130,--,--
3131,"3,91,600",--
3132,--,--
3133,--,--
3134,--,--
3135,"25,000",--
3136,"60,000",--
3137,"8,000","6,000"
3138,--,--
3139,"14,810",--
3140,"9,315","44,040"
3141,"43,185",--
3142,"10,190","12,130"
3143,"19,000",--
3144,885,--
3145,"4,100",--
3146,"3,800",--
3147,"36,200",--
3148,"1,16,000",--
3149,885,--
3150,835,--
3151,885,--
3152,"33,000",--
3153,--,--
3154,"53,064","35,071"
3155,--,--
3156,"1,25,000","40,000"
3157,"19,450",--
3158,--,--
3159,"1,44,890",--
3160,"1,50,000","2,00,000"
3161,"35,195",--
3162,"7,000",--
3163,"9,500","30,000"
3164,"32,389",--
3165,--,--
3166,--,--
3167,"41,736","49,108"
3168,--,--
3169,"75,000","75,000"
3170,"65,100",--
3171,"2,60,000","3,52,000"
3172,"70,000","80,000"
3173,"1,12,000","1,05,000"
3174,"46,056","55,756"
3175,"6,73,000","4,66,000"
3176,"70,000",--
3177,"77,130",--
3178,"1,20,200","1,55,000"
3179,"52,950",--
3180,"69,000","73,500"
3181,"1,20,200","1,12,100"
3182,"71,500","68,500"
3183,"80,000","1,40,000"
3184,"75,500","72,500"
3185,"68,000",--
3186,"56,000",--
3187,"67,850",--
3188,"65,000",--
3189,"69,200",--
3190,"59,500","59,500"
3191,"1,15,200",--
3192,"49,800","54,800"
3193,"78,500",--
3194,"40,000",--
3195,"85,000","70,000"
3196,"85,800","1,21,400"
3197,"38,405","23,280"
3198,"1,25,000","1,25,000"
3199,"1,10,000","2,60,000"
3200,"1,00,000","1,45,000"
3201,"1,24,460","64,410"
3202,"2,78,000","6,00,000"
3203,"4,00,000",--
3204,"1,00,000","1,25,000"
3205,--,--
3206,"19,000","21,000"
3207,"5,000",--
3208,"7,00,000","6,00,000"
3209,--,--
3210,--,--
3211,--,--
3212,"15,000",--
3213,"1,25,000","1,25,000"
3214,"50,530",--
3215,"57,800","54,550"
3216,"3,77,500",--
3217,--,--
3218,--,--
3219,"95,000","35,000"
3220,--,--
3221,"5,500",--
3222,"52,275",--
3223,--,--
3224,--,--
3225,"75,700","35,400"
3226,"25,000",--
3227,"3,95,000","1,90,000"
3228,"34,000","31,870"
3229,--,--
3230,"67,230","67,230"
3231,"75,200","92,900"
3232,"44,335","44,335"
3233,"47,500","1,04,400"
3234,"10,25,000","8,00,000"
3235,"19,00,000","25,00,000"
3236,"1,07,710",--
3237,"98,830","71,230"
3238,"95,000","25,00,000"
3239,"22,00,000","32,20,000"
3240,"65,000",--
3241,"23,600",--
3242,--,--
3243,"6,00,000","6,15,000"
3244,"3,27,000",--
3245,"44,000","3,450"
3246,"9,56,025","8,00,000"
3247,"13,40,000","10,55,000"
3248,"27,030","27,030"
3249,"8,15,000","8,00,000"
3250,"1,00,000","25,000"
3251,"14,500","25,000"
3252,"1,05,000","21,00,000"
3253,"84,150","84,150"
3254,--,--
3255,"1,50,000",--
3256,"64,500","1,20,000"
3257,"72,800","75,900"
3258,"8,368","30,000"
3259,"73,000","73,000"
3260,"47,570","47,570"
3261,"16,60,000","1,45,000"
3262,"50,000","29,748"
3263,"13,52,000","1,26,000"
3264,"32,445","32,445"
3265,"84,000","1,20,000"
3266,"1,82,000",--
3267,"42,000","42,000"
3268,"1,04,000","10,000"
3269,"35,000",--
3270,"60,500","1,03,000"
3271,"50,000","80,000"
3272,"86,000","95,000"
3273,"8,350",--
3274,--,--
3275,"30,500","89,143"
3276,"56,160","15,080"
3277,"88,000",--
3278,"10,500","10,500"
3279,"70,000","85,000"
3280,"1,23,600","1,50,380"
3281,"60,000","60,000"
3282,--,--
3283,"70,000","54,000"
3284,"70,000","50,000"
3285,"1,35,000","57,000"
3286,"50,000","50,000"
3287,"1,145","1,465"
3288,"70,000","80,000"
3289,"15,450",--
3290,"1,35,000","1,45,000"
3291,"41,000","33,500"
3292,"6,445","7,045"
3293,"1,400","18,600"
3294,"4,57,000",--
3295,"12,395","21,153"
3296,"1,381",--
3297,"49,150","21,800"
3298,"93,100",--
3299,--,--
3300,"28,424",--
3301,"84,000","1,20,000"
3302,"1,34,500","2,04,500"
3303,"1,30,200",--
3304,"60,000","6,500"
3305,"86,000","95,000"
3306,"45,000",--
3307,"40,000","50,000"
3308,"70,000","85,000"
3309,"1,23,600","1,50,380"
3310,"60,000","60,000"
3311,"1,06,000","84,000"
3312,"44,050","57,050"
3313,"1,36,000","1,71,000"
3314,"75,000","60,000"
3315,"19,200","20,200"
3316,"3,120",--
3317,"52,900","27,700"
3318,"15,000","26,68,050"
3319,--,--
3320,"46,550","4,32,000"
3321,"1,40,000","17,90,500"
3322,--,--
3323,"7,60,725","26,68,050"
3324,"71,576","4,71,363"
3325,"2,00,000","20,75,700"
3326,"5,200",--
3327,"60,000",--
3328,"1,30,000",--
3329,"1,45,000",--
3330,--,--
3331,--,--
3332,--,--
3333,"6,000",--
3334,--,--
3335,"24,20,000","24,20,000"
3336,--,--
3337,"1,50,000","7,60,625"
3338,"23,155",--
3339,"3,19,725","3,19,725"
3340,"7,50,000","1,70,000"
3341,"25,100","11,000"
3342,--,--
3343,"24,000",--
3344,--,--
3345,--,--
3346,"36,000",--
3347,"1,24,000","16,60,000"
3348,"9,10,450","5,00,000"
3349,"2,30,000","2,30,000"
3350,"94,300","14,75,000"
3351,"4,26,350","67,000"
3352,"17,970","34,720"
3353,"1,18,000","1,17,500"
3354,"65,780","1,18,500"
3355,"14,30,000","33,10,000"
3356,"30,000",--
3357,"2,30,000","2,62,000"
3358,"75,590","1,14,300"
3359,"6,00,000","2,90,000"
3360,"26,400",--
3361,"39,600","1,57,750"
3362,"1,19,000","90,100"
3363,"35,200",--
3364,--,--
3365,--,--
3366,"71,000","71,000"
3367,"60,000","75,000"
3368,"1,27,500","1,06,000"
3369,"1,78,000","90,000"
3370,"1,12,850","5,21,000"
3371,"62,000","1,01,000"
3372,"98,250",--
3373,"1,30,000","4,02,000"
3374,--,--
3375,--,--
3376,--,--
3377,"26,600","28,100"
3378,--,--
3379,"1,03,365",--
3380,"3,19,725","3,19,725"
3381,"60,000",--
3382,"11,55,000",--
3383,--,--
3384,--,--
3385,--,--
3386,"2,25,000","2,00,000"
3387,--,--
3388,--,--
3389,--,--
3390,"50,00,000","72,00,000"
3391,--,--
3392,"1,33,200","3,45,000"
3393,--,--
3394,"95,000",--
3395,--,--
3396,"95,000",--
3397,"19,000","1,66,000"
3398,"10,250",--
3399,"60,000",--
3400,"60,000",--
3401,"4,50,000",--
3402,--,--
3403,--,--
3404,"24,20,000","2,25,000"
3405,"36,560",--
3406,"1,00,000",--
3407,"8,67,000","16,50,000"
3408,"15,000","60,000"
3409,--,--
3410,"8,000",--
3411,--,--
3412,"34,500",--
3413,"14,450","7,450"
3414,"6,600","9,500"
3415,"56,000","75,000"
3416,"40,000","1,50,000"
3417,"1,10,000","26,000"
3418,"16,000",--
3419,"17,500",--
3420,"40,000",--
3421,"25,000","35,000"
3422,"40,000","80,000"
3423,"23,100","22,600"
3424,"34,000","1,29,400"
3425,"60,650","12,50,700"
3426,"45,000",--
3427,"30,000",--
3428,"1,50,000",--
3429,"40,000","30,000"
3430,"2,14,000",--
3431,"50,000","22,000"
3432,--,--
3433,--,--
3434,"65,000","65,000"
3435,"56,000","56,000"
3436,--,--
3437,"18,68,000","28,98,400"
3438,"8,100",--
3439,"1,01,000","7,130"
3440,"1,20,000",--
3441,--,--
3442,"68,350","68,350"
3443,"2,87,850","3,00,000"
3444,"17,500",--
3445,--,--
3446,--,--
3447,"15,000",--
3448,--,--
3449,"12,050",--
3450,"33,000",--
3451,"2,087",--
3452,"2,087",--
3453,"4,850","15,250"
3454,"2,78,465",--
3455,"3,500",--
3456,--,--
3457,"1,99,415",--
3458,"75,000",--
3459,"2,82,821",--
3460,"1,99,415","20,700"
3461,"1,99,415","20,700"
3462,"1,99,415",--
3463,"1,99,415",--
3464,"1,44,500",--
3465,"2,50,000",--
3466,"7,02,979",--
3467,"2,147","2,147"
3468,"15,740",--
3469,"40,000","25,000"
3470,"36,850",--
3471,"55,000","95,000"
3472,"84,000",--
3473,"65,000","15,000"
3474,"12,000",--
3475,"37,000","51,000"
3476,"1,15,000","80,000"
3477,"84,000","94,000"
3478,"16,27,505",--
3479,"25,000",--
3480,"60,000","53,000"
3481,--,--
3482,"42,000","92,000"
3483,"37,000","52,000"
3484,--,--
3485,"1,25,000","70,000"
3486,"70,000","70,000"
3487,"19,200","20,200"
3488,"25,200","82,000"
3489,"30,000","7,10,200"
3490,"1,72,000","1,72,000"
3491,"1,84,000",--
3492,"50,000","65,000"
3493,"48,000","30,000"
3494,"1,20,000",--
3495,"75,000","75,000"
3496,"25,000",--
3497,"3,470","3,470"
3498,"25,000","22,000"
3499,"12,395","21,153"
3500,"53,800","95,800"
3501,"28,424",--
3502,"85,000","1,10,000"
3503,"45,000",--
3504,"1,30,200",--
3505,"2,575",--
3506,"23,600",--
3507,"30,000","22,600"
3508,"87,000","72,000"
3509,"23,510",--
3510,--,--
3511,"45,000",--
3512,"40,000","50,000"
3513,"84,200",--
3514,"1,06,000","84,000"
3515,"1,36,000","1,71,000"
3516,"75,000","60,000"
3517,"70,000","1,05,000"
3518,"74,500","1,03,500"
3519,"1,71,000","1,36,000"
3520,"1,39,870","1,42,000"
3521,"1,29,000","1,29,000"
3522,"95,000","95,000"
3523,"50,000","50,000"
3524,"1,32,500","1,62,500"
3525,"1,00,000","78,000"
3526,"6,000","90,000"
3527,"4,55,000",--
3528,"92,000",--
3529,"1,39,000",--
3530,"27,500",--
3531,"9,57,000","18,08,333"
3532,"5,93,000","6,34,000"
3533,"25,000","90,000"
3534,"9,00,000","9,00,000"
3535,"8,22,000","25,000"
3536,"6,48,000","10,50,000"
3537,"15,95,000","12,50,000"
